"RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","DelIn2Yr"
0,34,0,0.198523191,9,0,2,0,"0"
0.022201244,59,0,0.062253743,14,0,0,0,"0"
0.063877445,72,0,0.31696511,6,0,1,0,"0"
0.702093433,48,0,0.38953568,10,0,2,0,"0"
0.138464588,50,0,0.091394148,13,0,1,0,"0"
0.656426871,40,0,4.049875312,7,0,0,0,"0"
0.001399824,75,0,9112,10,0,1,0,"0"
0.096303414,62,0,96,6,0,0,0,"0"
0.273292269,40,0,0.418878743,11,0,1,0,"0"
0.344555446,68,1,0.903251706,13,0,2,0,"0"
0.262281372,77,0,0.188803199,5,0,0,0,"0"
0.617044611,39,0,0.360834256,6,0,1,0,"0"
0.082618191,44,0,0.555240793,6,0,1,0,"0"
0.011191327,51,0,0.845230954,8,0,1,0,"0"
0.020449644,76,2,0.294117647,11,0,1,0,"0"
0.018946894,83,0,0.112054329,5,0,0,0,"0"
0.056988602,41,0,9,3,0,0,0,"0"
0.9999999,55,0,0.426770969,3,0,1,0,"1"
0.058166507,46,0,0.010170266,6,0,0,0,"0"
0.035873228,49,0,0.443199615,10,0,2,0,"0"
0.010341262,65,0,414,10,0,1,0,"0"
0.039646889,62,1,0.188449848,14,0,0,0,"0"
0.320840525,57,0,0.062586445,9,0,0,0,"0"
0.060406185,74,0,937,14,0,1,0,"0"
0.669497329,29,0,0.309084699,9,0,0,0,"0"
0.245584782,54,0,0.377263918,20,0,2,0,"0"
0.03626943,33,0,1198,2,0,1,0,"0"
0.018342181,42,1,1.213939041,13,0,2,0,"0"
0.033834047,63,0,0.415107743,15,0,2,0,"0"
0.884662277,44,1,2745,13,0,1,0,"1"
0.994168287,36,1,0.164209604,5,1,2,1,"0"
0.279665088,53,0,0.218035367,8,0,1,0,"0"
0.001821682,65,0,0.153803688,14,0,1,0,"0"
0.07402013,61,0,0.326107446,9,0,2,0,"0"
0.220299103,38,0,0.524851801,9,0,1,0,"0"
0.707292707,51,0,0.262245918,3,0,0,0,"1"
0.00259987,54,0,0.483146067,11,0,3,0,"0"
0.050619261,84,0,47,5,0,0,0,"0"
0.918336427,40,0,0.444085525,8,0,2,0,"0"
0.9999999,86,0,0,0,0,0,0,"0"
0.053581829,28,0,0.002104709,2,0,0,0,"0"
0.020469899,39,0,0.426833809,12,0,2,0,"0"
0.596763584,42,1,0.044590164,2,0,0,0,"0"
0.218445438,39,0,0.489688789,10,0,1,0,"0"
0.75878103,62,0,0.272563718,4,0,0,0,"0"
0.981334797,59,0,1325,7,0,1,0,"0"
0.030182984,86,0,0.004439512,2,0,0,0,"0"
0,55,0,0.349304225,7,0,1,0,"0"
0.917216257,63,0,0.272877918,12,0,3,0,"0"
0.039623349,69,0,0.111852643,12,0,1,0,"0"
0.512897421,70,0,0.363529757,4,0,1,0,"0"
0.207379262,43,0,0.136863137,4,0,0,0,"0"
0.458646868,65,0,0.215622372,3,0,2,0,"0"
0.131360866,51,1,0.464968153,9,0,1,0,"0"
0.9999999,56,1,0.391316767,4,1,2,0,"0"
0.011092742,71,0,0.001401738,2,0,0,0,"0"
0.024167818,57,1,0.278670083,19,0,2,0,"0"
0,30,0,0,1,0,0,0,"0"
0.258103605,42,1,0.485946284,5,0,1,0,"0"
0.05177291,53,0,0.215822501,5,0,2,0,"0"
0.511884146,58,0,0.663239317,19,0,2,0,"0"
0.008279392,77,0,13,10,0,0,0,"0"
0.9999999,48,0,0.238350466,8,0,3,0,"0"
0.006666517,57,0,15,7,0,0,0,"0"
0.9999999,30,1,0.357698289,5,0,1,1,"0"
0.070470592,43,0,2705,8,0,1,0,"0"
0.010352118,60,0,0.17574124,6,0,0,0,"1"
0.01425937,70,0,784,6,0,1,0,"0"
0.119770005,48,5,0.526239536,13,0,1,1,"0"
0.120989008,49,0,0.02099895,6,0,0,0,"0"
0.004933169,75,0,0.00099975,2,0,0,0,"0"
1.257826649,33,0,0.190881326,8,0,0,0,"0"
0.159059507,49,0,0.430329129,14,0,0,0,"0"
0.36495181,51,0,2.853455454,9,0,1,0,"0"
0.717142513,42,0,0.480091884,11,0,1,0,"0"
0.180750399,53,0,0.579262213,15,0,1,0,"0"
0.998545545,44,2,0.640235976,12,4,2,0,"1"
0.9999999,39,0,0,1,0,0,0,"0"
0.084523979,58,0,0.194468832,10,0,1,0,"0"
0.756504943,48,0,0.518550662,10,0,2,0,"0"
1.010682984,61,0,4724,7,1,1,0,"0"
0,34,0,0.048868313,9,0,0,0,"0"
0.06865166,67,0,0.219550266,9,0,3,0,"0"
0.04409951,63,0,0.445634708,12,0,3,0,"0"
0.301963091,52,0,0.399239544,8,0,1,0,"0"
0,58,0,0.177723909,8,0,2,0,"0"
0.324621569,44,1,1.000898992,30,0,13,0,"1"
0.034018496,31,0,5102,11,0,2,0,"0"
0,74,0,0,5,0,0,0,"0"
0.433866233,64,1,0.175419862,9,0,0,0,"0"
0.928701063,42,0,0.554869006,12,0,1,0,"0"
0.074616239,47,0,0.116300535,10,0,2,0,"0"
0.008396511,39,0,1220,4,0,1,0,"0"
0.269909924,53,0,204,2,0,0,0,"0"
0.006133938,72,0,0.266410959,6,0,1,0,"0"
0.9999999,41,0,0.516217608,4,0,1,1,"1"
0.574986844,30,0,0.63619403,7,0,1,0,"0"
0.757976768,55,2,0.31953587,10,1,2,3,"0"
0.031349835,61,0,0.490817091,6,0,1,0,"0"
0.106979573,68,0,0.235203858,5,0,1,0,"0"
0.293089132,61,1,0.115145814,5,0,0,0,"0"
0.012822989,42,0,0.010331611,5,0,1,0,"0"
0.9999999,35,0,0.458308338,11,0,1,0,"0"
0.969230769,31,1,0.219193021,12,0,0,0,"0"
0.93488314,52,0,0.561664413,8,0,2,0,"0"
0.551559621,53,0,0.561929493,10,0,2,0,"0"
0.445790062,38,0,0.825008856,25,0,5,0,"0"
0.224752551,61,0,0.637318659,7,0,2,0,"0"
1.306022113,50,0,1.069332473,8,0,2,0,"0"
0.041736337,42,0,2376,6,0,2,0,"0"
0.022527452,55,0,0.455171635,11,0,4,0,"0"
0.018865219,63,0,89,12,0,0,0,"0"
0.034775846,66,0,0.678611422,9,0,3,0,"0"
0.141018811,42,0,1133,5,0,1,0,"0"
0.9999999,41,2,0.245691006,7,0,1,0,"0"
0.093758392,26,0,0.044032357,13,0,0,0,"0"
0.00449877,58,0,0.004997501,12,0,0,0,"0"
0.085970368,56,0,6031,12,1,2,0,"0"
0.110325065,41,0,2345,8,0,1,0,"0"
0.44157098,49,0,0.097491596,15,0,0,0,"0"
0.112764017,42,0,0.09592145,8,0,0,0,"0"
0.083495825,61,0,0.573071155,5,0,2,0,"0"
0.021330489,44,0,4,1,0,0,0,"0"
1.478405316,38,2,0.354550237,4,0,0,0,"1"
0.395487533,42,0,0.719223485,12,0,2,0,"0"
0.025207458,48,0,0.213262939,5,0,2,0,"0"
0.420916417,29,0,0.272019664,9,0,0,1,"0"
0.004991681,26,0,402,4,0,0,0,"0"
0.969804618,30,1,0.102886631,7,0,0,0,"0"
0.464656913,45,3,1.365895458,16,0,2,0,"0"
0.683092159,57,2,0.539300318,13,0,0,0,"0"
0.009253641,66,0,0.00017646,3,0,0,0,"0"
0.180890955,64,0,0.420791133,7,0,1,0,"0"
0.031499508,62,0,2055,9,0,1,0,"0"
0.031921849,77,0,0.004931169,3,0,0,0,"0"
0.015053998,61,0,1.295481807,11,0,2,0,"0"
0.249872758,38,0,5380,7,0,2,0,"0"
0.021311409,47,0,44,7,0,0,0,"0"
0.165922646,32,0,0.186130611,10,0,0,0,"0"
0.81710519,47,0,0.33713784,5,0,0,0,"0"
0,50,0,0.768818053,16,0,9,0,"0"
0.036033104,87,0,0.083152808,11,0,1,0,"0"
0,51,0,0.273829667,9,0,1,0,"0"
0.9999999,41,0,0,1,0,0,0,"0"
0,64,0,0.298814455,11,0,2,0,"0"
0.526641476,34,0,0.310344828,4,0,0,0,"0"
0.033733693,61,1,0.341891712,7,0,2,0,"0"
0.017597732,84,0,1347,10,0,2,0,"0"
0,51,0,0.467741935,18,0,3,0,"0"
0.037717444,32,1,0.3424598,8,0,1,0,"0"
0.010199854,67,0,0.009995002,8,0,0,0,"0"
0.029148543,58,0,0.227351916,7,0,2,0,"0"
0.100922361,51,0,2226,13,0,1,0,"0"
0.271564858,54,0,2.28047968,16,0,2,0,"0"
0.016743699,74,0,0.003999333,7,0,0,0,"0"
0.9999999,39,1,0.132871744,1,0,0,0,"1"
0.376496729,48,0,0.016372796,2,0,0,0,"0"
0.812461737,48,0,0.367071968,5,0,0,0,"0"
0.965894117,61,0,0.264567984,7,0,2,0,"0"
0.134124392,72,0,0.196319018,4,1,0,0,"0"
0.349647429,56,0,0.942264321,10,0,4,0,"0"
0.880458168,49,0,0.367527835,11,0,1,0,"0"
0.448667689,33,0,0.180746058,9,0,1,0,"0"
0.730211947,81,1,1733,9,0,1,1,"0"
0.616997927,29,0,0.693553947,7,0,1,0,"0"
0.9999999,33,0,0.467508181,3,0,2,0,"0"
0.902403496,49,1,3032,7,0,2,0,"0"
0.049508911,86,0,0.085700869,6,0,0,0,"0"
0.9999999,39,0,0.351811855,5,0,1,0,"0"
0.204262932,61,0,3979,18,0,2,0,"0"
0.020666175,43,0,0.148691768,4,0,1,0,"0"
0.411733502,57,0,0.506175744,17,0,2,0,"0"
0.849212063,61,0,0.402929261,7,0,1,0,"0"
0.107084629,28,0,0.099528605,11,0,0,0,"0"
0.434381861,54,0,0.485755849,9,0,1,0,"0"
0.004036709,76,0,0.041654763,42,0,0,0,"0"
0.300470374,43,0,0.460397264,17,0,2,0,"0"
0,43,0,1.566554181,6,0,2,0,"0"
0.951512122,28,0,0.400956938,5,0,0,0,"0"
0.020011807,46,0,0.013066667,9,0,0,0,"0"
0.009030221,52,0,2498,5,0,2,0,"0"
0.046694319,57,0,0.17262619,18,0,1,0,"0"
0.561461794,26,0,5,1,0,0,0,"0"
0.9999999,54,2,1185,2,0,1,1,"0"
0.152210773,48,0,0.407320349,9,0,0,0,"0"
0.012381146,62,0,0.622468877,21,0,3,0,"0"
0.9999999,38,0,0.011030333,0,1,0,0,"1"
0.024200783,68,0,1048,6,0,1,0,"0"
0.153709894,69,0,0.237871674,10,0,1,0,"0"
0,74,0,0.051688332,5,0,0,0,"0"
0.004277434,90,3,23,24,0,0,0,"1"
0.339379862,59,0,0.268418527,19,0,0,0,"0"
0.001468965,72,0,0.285452425,19,0,2,0,"0"
0.859626183,45,0,0.214528944,10,0,0,0,"0"
0.9999999,51,0,199,3,0,0,0,"0"
0.087757789,59,0,0.321544569,7,0,2,0,"0"
0.255144223,58,0,0.207094418,6,0,0,0,"0"
0.021362665,43,0,2898,6,0,2,0,"0"
0.009856393,63,0,0.214804566,9,0,2,0,"0"
0.397689402,54,1,0.32499143,8,0,2,0,"0"
0.062498922,58,0,0.252791605,12,0,2,0,"0"
0.236531491,37,0,0.545648254,10,1,2,0,"0"
0,74,0,0,5,0,0,0,"0"
0,61,0,0.077300613,7,0,1,0,"0"
0.887817849,70,0,2527,5,0,1,0,"0"
0.308442256,47,0,0.213855729,12,0,0,0,"0"
0,62,0,0,1,0,0,0,"0"
0.109542714,42,1,0.451883592,9,0,1,0,"0"
0.086962703,28,0,0.023227196,4,0,0,0,"0"
0.033085966,64,0,0.463434149,16,0,4,0,"0"
0.578115996,34,0,0.445163187,4,0,1,0,"0"
0.013397321,36,0,0.000908678,1,0,0,0,"0"
0,76,0,0.099640934,3,0,0,0,"0"
0.9999999,22,0,0,1,0,0,0,"0"
0.082171127,75,0,0.569881275,8,0,1,0,"0"
0.553160403,58,0,0.607695584,11,0,2,0,"0"
0.376540022,26,0,0.095865516,9,0,0,0,"0"
0.374381281,44,1,0.34944176,9,0,0,0,"0"
0.859347597,55,0,0.566358025,15,1,1,1,"0"
0.004255756,63,0,0.454424263,21,0,1,0,"0"
0.019029919,82,0,27,4,0,0,0,"0"
0.01056656,27,0,0.592720971,11,0,1,0,"0"
0.015969491,77,0,0.128254055,13,0,1,0,"0"
0.220717458,44,0,0.238657962,11,0,2,0,"0"
0.9999999,64,0,0.221126761,3,0,0,0,"0"
0.635243574,61,0,0.280387309,3,0,1,0,"0"
0.03275869,72,0,0.202261913,8,0,2,0,"0"
0.500917663,40,1,0.256410256,14,0,1,1,"0"
0.9999999,71,0,0,0,0,0,0,"0"
0.9999999,35,0,28,1,0,0,0,"0"
0.415479615,39,0,0.840106596,10,0,1,0,"0"
0.269397166,52,0,0.303601834,10,0,2,0,"0"
0.152817047,29,0,0.514357054,6,0,0,0,"0"
0.9999999,22,98,0,0,98,0,98,"0"
0.336550201,61,4,0.332416896,10,0,1,0,"0"
0,65,0,0.276289484,11,0,2,0,"0"
0.678650636,31,0,0.436990266,12,0,1,0,"0"
0.087886442,43,0,0.299005356,5,0,1,0,"0"
0.004209403,64,0,0.863229879,9,0,2,0,"0"
0.153375895,46,0,0.242175782,11,0,2,0,"0"
0.101126038,34,0,510,3,0,0,0,"0"
0.32500861,38,0,0.338227297,12,0,1,0,"0"
0.865930726,41,0,0.338357428,6,0,0,0,"0"
0.250206851,34,0,0.052147583,15,0,0,0,"0"
0,81,0,0,5,0,0,0,"0"
0.435809126,55,1,0.380973386,25,1,1,1,"0"
0.111914468,59,0,0.022907122,3,0,0,0,"0"
0.096149953,38,0,0.140514598,4,0,0,0,"0"
0.181810967,33,0,0.620965438,5,0,1,0,"0"
0.0299988,47,0,1503,8,0,1,0,"0"
0.273723549,46,0,0.434673079,12,0,2,0,"0"
0.029292338,44,0,0.552127963,10,0,1,0,"0"
0,41,1,0.205715188,13,1,2,0,"0"
0.062467461,55,0,0.199696855,18,0,2,0,"0"
0.052184484,57,0,0.411948506,13,0,2,0,"0"
0.051000278,40,0,0.621875625,8,0,2,0,"0"
0.9999999,34,0,0.002039347,0,0,0,0,"0"
0.435402539,43,0,0.017938353,6,0,0,0,"0"
0.163937424,46,0,0.488086977,11,0,1,0,"0"
0.146666445,55,1,2.259137769,17,0,4,0,"0"
0.736477873,62,0,0.464847317,11,0,2,0,"0"
0.218828123,36,0,0.045825696,3,0,0,0,"0"
0.034464369,40,0,779.5,6,0,1,0,"0"
0.038680128,52,0,1235,6,0,1,0,"0"
0.945708852,58,0,0.864494632,7,0,0,0,"1"
0.999000167,64,1,0.189924115,13,0,0,0,"0"
0.257734384,56,2,0.261180008,6,0,0,0,"0"
0.485038057,57,4,1807,8,2,2,0,"1"
0.029815457,48,0,0.26991003,16,0,1,0,"0"
0.370486749,55,0,1829,8,0,0,0,"0"
0,35,0,0.224222062,9,0,2,0,"0"
0.058976214,58,0,0.133130329,10,0,2,0,"0"
0.417525514,51,0,0.121454915,4,0,0,0,"0"
0.07100833,42,0,0.317584264,9,0,2,0,"0"
0.094581084,30,0,0.130566495,3,0,0,0,"0"
0,39,0,0.378928387,9,1,1,0,"0"
0.001811561,65,0,1016,8,0,1,0,"0"
0.796118408,53,1,0.055155875,6,0,0,0,"0"
0.9999999,42,0,0.4323603,2,0,1,0,"0"
0.299840846,52,0,0.239447017,10,0,1,0,"0"
0.420346215,38,0,1.365630713,12,0,2,0,"0"
0.170032798,39,0,0.368762619,10,0,1,0,"0"
0.9999999,32,0,0,4,0,0,0,"0"
0,40,0,0.178208325,5,0,0,0,"0"
0.098050401,70,0,87,15,0,0,0,"0"
0.810437912,41,0,0.46703678,4,0,1,0,"0"
0.836016507,59,0,0.240168851,8,0,0,1,"0"
0.797680928,40,1,0.047541517,6,0,0,0,"0"
0.079370576,41,0,0.335888037,14,0,1,0,"0"
0.012793567,65,0,507,9,0,0,0,"0"
0.02453391,78,0,0.009634612,4,0,0,0,"0"
0.677073926,71,0,0.142484683,4,0,0,0,"0"
0.034596958,61,0,0.733296973,10,0,2,0,"0"
0.066668739,61,0,0.214172789,13,0,2,0,"0"
0.9999999,78,0,0,2,0,0,0,"0"
0.085718894,56,0,0.103249375,5,0,1,0,"0"
0.999933985,50,2,0.130727917,2,3,1,1,"1"
0.010599576,36,0,0.266149191,4,0,2,0,"0"
0.974205159,60,0,0.18450899,3,0,0,0,"0"
0.078216273,49,0,0.166180758,7,0,0,0,"0"
0.646696109,31,0,0.097271818,4,0,0,0,"0"
0.078021887,55,0,0.209450491,18,0,2,0,"0"
0.151899848,39,0,0.931818182,14,0,2,0,"0"
0.017316721,57,1,1.45726848,9,0,3,0,"1"
0.045198493,55,0,0.484928687,10,0,1,0,"0"
0.585263047,60,0,8407,9,0,3,0,"0"
0.9999999,25,0,508,1,0,0,1,"1"
0,85,0,0.047330097,4,0,0,0,"0"
0.9999999,28,0,0,1,0,0,0,"0"
0.061065038,45,0,0.185057262,7,0,1,0,"0"
0.033650884,67,0,0.241170078,21,0,2,0,"0"
0,84,0,0,3,0,0,0,"0"
0.06494264,55,0,0.017830362,5,0,0,1,"0"
0.605736914,48,0,0.227455582,9,0,1,0,"0"
0.023628754,68,0,0.006997667,6,0,0,0,"0"
0.642357721,31,0,1330,13,0,2,0,"0"
0.789184622,50,3,923,10,1,0,0,"1"
0,52,1,0,6,0,0,0,"0"
0.51454156,56,0,0.767051645,11,0,2,0,"0"
0.003717173,49,0,0.261562998,30,0,1,0,"0"
0.445009998,28,0,0.197820978,5,0,0,0,"0"
0.232688366,41,0,2186,5,0,1,0,"0"
0.978134271,40,2,0.224937517,4,0,0,0,"0"
0.095416277,46,0,0.229738354,5,0,1,0,"0"
0.026049326,45,0,0.406552838,7,0,0,0,"0"
0.379485529,68,0,1832,10,0,1,0,"0"
0.138132882,63,0,1435,9,0,1,0,"0"
0.004713612,59,1,0.077549789,6,0,0,0,"0"
0.9999999,44,0,0.382174522,6,0,1,0,"0"
0.28080934,70,0,0.237330815,9,0,0,0,"0"
0.285238254,47,1,1251,7,0,1,0,"0"
0.04273465,51,0,0.38661297,10,0,2,0,"0"
0.144524581,65,0,1618,6,0,1,0,"0"
0.781814546,43,0,0.45906125,5,0,1,0,"0"
0.697717047,43,0,0.476297968,5,0,1,0,"0"
0.014988333,53,0,0.222898092,16,0,3,0,"0"
0.055965937,41,0,0.180935149,18,0,1,0,"0"
0.05982906,43,0,0.324806663,12,0,2,0,"0"
0.279178192,56,1,0.387806097,12,0,0,0,"0"
0.008542409,74,0,11,8,0,0,0,"0"
0.013223249,53,0,2278,6,0,1,0,"0"
0.604342237,39,0,0.386888973,9,0,2,0,"0"
0.153759921,70,0,0.322885707,11,0,1,0,"0"
0.682375446,64,0,0.452252693,11,0,2,1,"0"
0.013909426,84,0,0.580569905,11,0,3,0,"0"
0.9999999,41,0,0.844041589,2,0,2,0,"0"
0.9999999,25,0,148,1,0,0,0,"0"
0.367952414,52,0,2684,9,0,2,0,"0"
0.006418306,33,0,0.663469355,5,0,1,0,"0"
0.00659868,55,1,0.145886987,5,0,1,0,"0"
0.64527956,26,0,0.15516815,14,0,0,0,"0"
0.086426102,48,0,0.204737404,7,0,1,0,"0"
0.590779918,42,1,0.60679915,8,0,3,1,"0"
0.046945864,69,0,0.031484258,2,0,0,0,"0"
0.005057898,63,0,0.166613773,7,0,0,0,"0"
0.067924484,50,0,0.293867638,11,0,3,0,"0"
0.502681868,32,1,1984,16,0,2,0,"0"
0.966334936,48,0,0.35154811,7,0,2,1,"0"
0.01879812,51,0,0.16874351,5,0,2,0,"0"
0.9999999,56,1,0,0,1,0,0,"1"
0.9999999,25,0,0.091325151,2,0,0,0,"0"
0.031410366,65,0,0.096352432,8,0,1,0,"0"
0.459912146,38,0,0.114278243,4,0,0,0,"0"
0.171257158,59,0,2341,5,0,1,0,"0"
0.970003,55,0,0.134582298,3,0,0,0,"0"
0.015934273,63,0,1062,13,0,1,0,"0"
0.102513808,64,0,0.586863317,13,0,3,0,"0"
0.966229627,33,0,0.419944007,16,0,2,0,"1"
0.306889701,50,0,0.109978004,5,0,0,0,"0"
0.239968004,90,0,54,2,0,0,0,"0"
0.478806237,63,0,0.451506928,5,0,2,0,"0"
0.064987003,26,1,1.824604141,5,0,0,0,"0"
0.172427586,80,0,1370,8,0,1,0,"0"
0.547690583,46,0,0.462837463,18,0,1,0,"0"
0.293235338,64,0,0.267531387,8,0,2,0,"0"
0,73,0,0.237229102,9,0,1,0,"0"
0.009068136,81,0,0.00937012,10,0,0,0,"0"
0.220850045,59,0,0.410514541,19,0,2,0,"0"
0.1739221,82,1,0.742709313,6,0,1,0,"0"
0.577437919,52,1,0.096635323,11,0,0,0,"0"
0.005060524,41,0,0.015958723,5,0,0,0,"0"
0.360451164,53,0,0.017565562,3,0,0,0,"0"
0.878970069,48,0,0.501260151,14,0,1,0,"0"
0.047937941,69,0,46,3,0,0,0,"0"
0.075828174,36,0,1565,5,0,1,0,"0"
0.103866198,46,0,1586,5,0,1,0,"0"
0.255957801,64,0,979,10,0,0,0,"0"
0.066077827,64,0,209,3,0,0,0,"0"
0.015291454,76,0,0.099024156,4,0,1,0,"0"
0.015947057,44,0,0.065555556,9,0,1,0,"0"
0.100264757,57,0,0.315650984,8,0,1,0,"0"
0.470577302,68,0,0.246436263,18,0,1,0,"0"
0.9999999,67,0,0,0,0,0,0,"0"
0.112864385,58,0,1995,11,0,2,0,"0"
0.435660962,38,0,0.223184623,14,0,0,0,"0"
0.112772753,63,0,0.230119992,6,0,1,0,"0"
0.442449151,77,1,0.640786405,9,0,1,0,"0"
0.01611811,54,0,0.036449148,14,0,0,0,"0"
0.042226159,62,0,0.570714643,8,0,1,0,"0"
0.176528762,39,0,1.263357463,6,0,2,0,"0"
0.083598714,79,0,0.215683474,4,0,1,0,"0"
0.691918598,60,0,0.427929951,8,0,0,0,"1"
0.803532745,51,1,1.069382559,5,0,1,0,"1"
0.661679913,48,0,0.767852878,8,0,2,0,"0"
0.019181871,81,0,0.09820641,10,0,0,0,"0"
1.006815084,51,0,0.267793837,10,0,1,0,"0"
0.290379392,58,0,2253,6,0,1,0,"0"
0.520929591,50,0,0.223510596,6,0,0,0,"0"
0.549887313,67,0,0.335696352,28,0,0,0,"0"
0.579014629,41,0,0.315595467,8,0,2,0,"0"
0.346254522,46,0,0.582536164,14,0,5,0,"0"
0.870283962,45,0,0.463192101,8,0,2,0,"0"
0.639438417,32,0,0.847860044,11,0,2,0,"0"
0.055064008,70,0,0.15315659,9,0,0,0,"0"
0.705951364,66,0,0.38611823,35,0,2,0,"0"
0.022890378,32,0,2975,9,0,1,0,"0"
0.040847779,48,0,1831,8,0,1,0,"0"
0.396134192,59,4,0.236645032,7,0,1,0,"0"
0.011090506,86,0,9,3,0,0,0,"0"
0.433120529,58,0,0.02480898,4,0,0,0,"0"
0.023717147,51,0,0.077355739,10,0,1,0,"0"
0.115776063,49,0,1342,6,0,1,0,"0"
0.29119272,53,0,0.391178024,10,0,1,0,"0"
0.008336709,47,0,0.204799338,6,0,1,0,"0"
0.005335757,40,0,0.338187351,7,0,2,0,"0"
0,51,0,0.407527198,5,0,1,0,"0"
0.001530031,74,0,0.598480304,18,0,1,0,"0"
0.164604502,45,0,0.408550305,9,0,1,0,"0"
0.621598691,55,2,0.726124229,10,0,2,0,"0"
0.790105224,40,0,0.28287076,11,0,0,0,"1"
0.655497179,66,0,2.379654859,12,0,0,0,"0"
0.9999999,23,0,0,0,1,0,0,"1"
0.092883729,48,0,0.427051672,13,0,2,0,"0"
0.960404949,41,0,0.571303587,15,0,2,0,"0"
0.69923022,51,0,0.160358492,7,0,1,0,"0"
0.285573565,46,0,0.188153979,6,0,1,0,"0"
0.153449387,35,0,0.351520572,7,0,0,0,"0"
0.273379105,54,0,0.440257021,15,0,2,0,"0"
0.009679613,48,0,1958,4,0,1,0,"0"
0.022789059,77,0,0.078998073,10,0,0,0,"0"
0.005024925,70,0,0.328042328,11,0,1,0,"0"
0.004930864,29,0,2900,8,0,2,0,"0"
0.527444317,60,1,0.235255995,10,0,0,1,"0"
0.103799354,40,0,0.350326421,16,0,1,0,"0"
0.133039221,79,0,3631,12,0,2,0,"0"
0,68,0,0.278954528,12,0,1,0,"0"
0.328745368,48,0,0.138394252,4,0,0,0,"0"
0.061644225,57,0,2930,6,0,1,0,"0"
0.9999999,54,0,876,1,1,1,0,"0"
0.048518668,53,0,0.018415179,5,0,0,0,"0"
0,37,0,0.964454318,4,0,2,0,"0"
0.957007165,47,2,0.911681386,12,0,3,0,"0"
0.661527343,59,0,0.096805657,4,0,0,0,"0"
0.023999314,60,0,0.342990654,7,0,1,0,"0"
0.307058301,56,0,0.673730508,13,0,2,0,"0"
0.229581308,45,0,0.535189179,9,0,2,0,"0"
0.000719981,61,0,300,5,0,0,0,"0"
0.121698733,34,0,72,6,0,0,0,"0"
0.053521399,47,0,0.380834977,6,0,1,0,"0"
0.045216912,62,0,1247,12,0,2,0,"0"
0.284744956,52,0,0.115443425,4,0,0,0,"0"
0.518672707,51,2,0.478354281,9,0,3,0,"0"
0.260423551,29,0,0.105032823,8,0,0,0,"0"
0.180592781,29,0,1722,8,0,0,0,"0"
0.387495297,57,0,0.761732852,9,0,1,0,"0"
0.839403848,47,0,0.851760852,15,0,1,0,"1"
0.000571102,83,0,0.895943563,6,0,1,0,"0"
0.024778789,57,0,0.207408818,15,1,1,0,"0"
0.04379781,61,0,26,2,0,0,0,"0"
0,56,0,52,1,0,0,0,"0"
0.072062192,50,0,3590,11,0,3,0,"0"
0.244573723,54,1,0.27244614,16,0,2,0,"0"
0.110093938,73,0,1852,16,0,0,0,"0"
0.035298618,61,0,0.071976008,8,0,2,0,"0"
0.041447928,65,0,1377,2,0,1,0,"0"
0.515082495,29,0,0.248725517,6,0,0,0,"0"
0.774976935,46,1,1.015328224,10,0,0,5,"1"
0.204828091,69,0,0.403630211,4,0,1,0,"0"
0.694292051,47,0,0.074156367,5,0,0,0,"0"
0.052304103,89,0,68,7,0,0,0,"0"
0.136438102,54,4,0.393953708,11,1,2,0,"0"
0.269586521,42,0,1.980984885,8,0,5,0,"0"
0.01292102,75,0,0.174975004,10,0,1,0,"0"
0.016695973,73,0,0.018920813,4,0,0,0,"0"
0.082996471,79,0,1.020282413,27,0,5,0,"0"
0.06753823,77,0,0.033595521,10,0,0,0,"0"
0,79,0,0,5,0,0,0,"0"
0.018091194,72,0,1221,4,0,1,0,"0"
0.796836719,49,1,1433,7,0,0,0,"0"
0.51558607,80,0,0.287207277,12,0,0,0,"0"
0.637543111,32,0,470,14,0,0,0,"0"
0.024619392,38,0,841,6,0,0,0,"0"
0.847576459,49,0,0.318342241,18,0,1,0,"0"
0.052615125,41,0,0.366784452,9,0,1,0,"0"
0.091136968,57,0,0.386234159,15,0,3,0,"0"
0.128374678,45,0,0.411007403,5,0,1,0,"0"
0.021985606,75,0,2346,12,0,1,0,"0"
0.04800239,37,0,0.342597926,10,0,1,0,"0"
0.399160291,47,0,0.352303975,12,0,2,0,"0"
0.01859907,57,0,2683,5,0,2,0,"0"
0.9999999,41,0,0.082399273,0,1,0,0,"0"
0.149241852,34,0,0.283341785,9,0,2,0,"0"
0.9999999,41,0,0,0,0,0,0,"0"
0.069438503,51,0,0.351087357,13,0,2,0,"0"
0.831561733,30,0,0.999121072,16,0,1,0,"0"
0,82,0,0.435102041,5,0,1,0,"0"
0.551586219,33,0,0.220246238,4,0,0,0,"0"
0.678054878,43,1,0.146118721,8,0,0,1,"1"
0.02023631,61,0,0.117941152,8,0,1,0,"0"
0.172667251,47,2,1108,10,0,1,0,"0"
0.0394918,62,0,0.635815837,8,0,2,0,"0"
0.019999651,60,0,0.164418346,7,0,0,0,"0"
0.04775618,48,0,0.011291461,2,0,0,0,"0"
0.9999999,52,0,0.130147084,5,0,1,0,"0"
